r_naive,r_correct,theta
0.138219,0.865396,4.16593
0.831966,0.629694,0.809772
0.480532,0.826841,1.4909
0.151151,0.660789,2.17825
0.179486,0.556945,2.91454
0.0822366,0.733865,0.697621
0.206581,0.290594,1.12487
0.20745,0.351187,5.84157
0.498457,0.41836,4.69723
0.0176156,0.952532,4.24276
0.153328,0.396286,1.65716
0.016881,0.459325,4.98567
0.152548,0.646767,2.92549
0.142248,0.811497,4.97907
0.10485,0.865666,5.00702
0.280101,0.730146,3.20505
0.860736,0.811508,3.16222
0.643043,0.175691,6.04749
0.174562,0.993279,3.03516
0.549345,0.731323,2.8389
0.797649,0.999234,3.01588
0.900805,0.620061,4.74453
0.665457,0.734795,2.69321
0.06945,0.770727,3.77959
0.6859,0.755777,0.618376
0.791639,0.912887,5.06179
0.657377,0.603404,3.18109
0.595132,0.580139,1.28639
0.47849,0.460738,2.55488
0.966755,0.700236,0.666564
0.337327,0.754622,2.64035
0.274622,0.925831,2.78016
0.891931,0.643148,2.47211
0.339006,0.563205,5.9496
0.521199,0.91528,5.49594
0.349341,0.939232,2.11051
0.593676,0.858187,4.57115
0.143343,0.575452,5.12574
0.390731,0.702552,0.470137
0.364971,0.624145,5.07362
0.240824,0.864406,0.554044
0.581226,0.226271,0.166829
0.498331,0.6704,1.36553
0.769603,0.955524,3.22169
0.597595,0.249857,1.31333
0.309793,0.856946,4.40549
0.791867,0.498843,1.98146
0.250522,0.347903,3.56174
0.145025,0.623899,5.30117
0.745467,0.423761,6.1046
0.482997,0.772705,5.30233
0.297053,0.875567,3.50178
0.720877,0.796256,3.94518
0.0457571,0.816474,4.84546
0.892859,0.422687,2.55863
0.925729,0.97908,5.96565
0.304545,0.583052,3.02804
0.642218,0.299759,1.28399
0.168713,0.792431,5.87554
0.222496,0.818409,6.14493
0.277731,0.932801,3.59825
0.360746,0.441175,5.18116
0.673331,0.991426,0.809553
0.227887,0.263498,5.05126
0.464662,0.689,0.406014
0.651285,0.851159,3.42657
0.0227725,0.925754,6.10998
0.299724,0.588183,6.06873
0.65493,0.632627,3.91775
0.363291,0.14826,1.05546
0.615156,0.882264,6.27103
0.548294,0.819796,6.23946
0.163509,0.849354,4.65739
0.795806,0.858727,6.1518
0.824132,0.827393,1.8373
0.90214,0.583949,1.32081
0.697102,0.90877,1.10576
0.937353,0.537548,0.277415
0.423771,0.774471,0.114059
0.0211,0.760983,3.34976
0.565987,0.963097,2.15465
0.885522,0.789814,0.931467
0.208707,0.27828,3.74987
0.683241,0.554304,4.2761
0.597636,0.813437,5.72589
0.265952,0.331926,4.31792
0.972332,0.258839,2.45235
0.967219,0.91913,3.74001
0.394554,0.95952,3.67194
0.485275,0.514784,3.26222
0.627656,0.745133,3.0839
0.260456,0.75087,1.97735
0.133645,0.915028,3.17573
0.927971,0.838046,0.359205
0.221749,0.570355,6.25969
0.424413,0.95261,4.29661
0.767459,0.55189,4.73714
0.617082,0.520882,6.0875
0.540775,0.832777,5.09507
0.773381,0.570768,1.41401
0.419789,0.963512,0.161078
0.728386,0.65309,2.69117
0.495826,0.615533,0.660853
0.245903,0.620253,0.665646
0.600227,0.567687,6.22426
0.14292,0.845344,4.78229
0.0520864,0.976108,5.1154
0.793993,0.727155,1.32743
0.818979,0.994122,4.65123
0.243004,0.949694,2.16022
0.501465,0.834496,3.77031
0.725519,0.906383,0.153773
0.797316,0.860988,4.42315
0.384097,0.986668,2.02648
0.50279,0.262942,2.84281
0.0472049,0.968926,6.12892
0.260965,0.980272,1.47459
0.16157,0.754712,4.9965
0.269219,0.929181,0.198129
0.808981,0.0554845,6.19308
0.216367,0.362639,5.76292
0.359039,0.990293,2.42966
0.0571329,0.122425,2.14589
0.521427,0.466754,1.85572
0.98039,0.382742,2.10079
0.362895,0.374204,5.57732
0.0813223,0.337057,4.36527
0.313085,0.289192,5.32539
0.279909,0.183833,0.448793
0.994021,0.616312,5.73959
0.466691,0.955914,3.54469
0.276192,0.853253,5.52327
0.580803,0.786056,3.24884
0.503995,0.668846,0.104905
0.232681,0.986646,6.08573
0.614942,0.57019,4.00483
0.0823086,0.472655,0.682486
0.118842,0.67309,2.20396
0.821947,0.387097,1.38148
0.862777,0.380107,3.82714
0.726658,0.732754,5.75487
0.265393,0.520037,0.60639
0.63754,0.724582,1.05783
0.172995,0.271944,0.768312
0.205515,0.856424,4.96363
0.676417,0.506975,2.75043
0.874489,0.762581,5.32952
0.950419,0.707246,6.10668
0.218157,0.772853,1.03463
0.282331,0.446742,5.77803
0.423458,0.905538,5.4023
0.911357,0.690406,0.154861
0.348186,0.553328,5.2244
0.598146,0.503528,2.66284
0.232486,0.441759,3.19264
0.075458,0.207863,1.28002
0.219738,0.643669,2.22756
0.572627,0.859864,0.0249591
0.774128,0.419603,1.61323
0.105893,0.907995,4.62367
0.0410732,0.878764,2.49314
0.555974,0.945753,3.94047
0.30906,0.263288,0.503276
0.217828,0.689937,0.541187
0.820718,0.225558,4.55914
0.103954,0.839493,5.26498
0.774209,0.717671,1.08416
0.47779,0.248573,0.751714
0.51132,0.445233,5.36088
0.254388,0.440151,4.62489
0.0724413,0.598814,3.42011
0.303885,0.786738,5.88018
0.333344,0.755101,0.00626884
0.956673,0.942634,3.86672
0.408183,0.134444,0.177603
0.405147,0.577546,2.03944
0.256724,0.887036,1.09192
0.554213,0.927026,6.23201
0.479694,0.564133,5.72403
0.736591,0.763763,5.75212
0.16819,0.681601,4.83628
0.555269,0.787002,2.63344
0.526503,0.473008,5.2059
0.21157,0.979978,0.927976
0.811598,0.628717,3.37735
0.450448,0.720342,1.30511
0.880023,0.862816,0.564772
0.83048,0.664052,0.376316
0.0837284,0.655363,2.10706
0.697681,0.572289,4.16777
0.218232,0.854149,3.07094
0.430605,0.621751,5.61802
0.179375,0.450605,4.52496
0.190048,0.925554,2.43891
0.710991,0.584315,2.34924
0.231751,0.82481,6.08395
0.311149,0.225235,4.0945
0.553944,0.85559,2.75824
0.705926,0.309368,3.28601
0.355916,0.763346,3.99167
0.0228499,0.0535906,0.109965
0.610431,0.974594,2.37319
0.284186,0.767167,4.41054
0.979575,0.91087,3.3241
0.0558405,0.363974,1.88917
0.853902,0.548202,1.38427
0.493333,0.662647,5.93194
0.815975,0.838366,3.37131
0.535393,0.519689,2.63626
0.298226,0.715019,0.106245
0.931435,0.884601,3.06821
0.928467,0.96119,2.81989
0.794704,0.872979,2.94987
0.756873,0.780194,0.258397
0.861541,0.741666,6.00036
0.688922,0.997663,0.206824
0.875852,0.857402,5.98257
0.0488724,0.215918,6.2783
0.126447,0.635113,2.24229
0.924577,0.497611,3.59373
0.729556,0.931813,4.25649
0.519869,0.602069,2.39148
0.859937,0.595795,0.778755
0.925524,0.50444,0.0855575
0.722553,0.637467,0.668792
0.45751,0.431946,2.56472
0.386042,0.94763,4.01226
0.847072,0.317794,4.93479
0.380794,0.786081,5.79755
0.453198,0.888101,3.52491
0.605295,0.830684,0.998186
0.356548,0.414815,5.88489
0.307809,0.568007,2.0633
0.836329,0.466122,1.66111
0.564394,0.958358,1.55852
0.157113,0.413947,2.33325
0.22702,0.652465,0.341582
0.682734,0.295591,0.00892337
0.580341,0.876736,5.95127
0.214935,0.699716,1.09658
0.858642,0.602634,0.844904
0.776541,0.379693,5.42921
0.0374887,0.948325,1.16848
0.567945,0.993081,6.1603
0.879915,0.597005,2.95601
0.398982,0.260525,1.5615
0.975441,0.645635,4.3485
0.0292777,0.455385,3.00247
0.858786,0.757026,1.26355
0.300997,0.828049,0.164693
0.777315,0.796431,5.81965
0.633474,0.789375,6.05042
0.567103,0.69886,4.57673
0.464829,0.912779,1.47656
0.812602,0.848591,4.49824
0.474969,0.175284,3.2527
0.535469,0.353299,2.71281
0.889584,0.419909,4.4415
0.847504,0.497632,4.5408
0.868399,0.58776,1.55558
0.0640155,0.5814,3.75159
0.983444,0.74726,2.53835
0.684975,0.807096,5.48469
0.852332,0.94219,3.2943
0.136096,0.788222,5.65323
0.560808,0.671383,4.6361
0.436821,0.780024,0.0432291
0.780944,0.990237,5.43592
0.577394,0.780279,0.0865722
0.590281,0.636796,0.20657
0.178314,0.35895,1.40442
0.00753024,0.58967,0.521604
0.13698,0.623129,1.17609
0.38027,0.825108,3.49922
0.655614,0.484352,4.5205
0.698668,0.717638,1.81803
0.0771922,0.301328,1.97703
0.70359,0.962966,1.08075
0.995748,0.669182,1.50404
0.634268,0.906664,0.787837
0.24774,0.784582,4.18564
0.902321,0.462377,5.75011
0.50729,0.316411,1.3341
0.543997,0.953776,4.46215
0.277822,0.313623,6.16518
0.48251,0.583587,0.382076
0.13765,0.796635,5.72458
0.593831,0.420445,3.84538
0.5212,0.088799,5.80458
0.340974,0.273142,3.4263
0.771808,0.654467,5.89069
0.238679,0.736177,4.15516
0.941723,0.626823,3.67324
0.564145,0.988505,0.88775
0.27679,0.95785,6.11775
0.121877,0.708082,4.14619
0.546711,0.664416,3.68571
0.198083,0.526589,1.9546
0.698638,0.765959,3.35936
0.121161,0.592316,4.4062
0.472331,0.821891,0.723579
0.919347,0.900948,3.9408
0.44865,0.468871,1.50196
0.909413,0.6057,5.9315
0.965248,0.898812,1.72232
0.347782,0.550962,0.532917
0.18071,0.898021,0.922132
0.867232,0.628834,0.428064
0.272141,0.190002,2.05873
0.443018,0.123297,6.05149
0.86444,0.899659,4.9228
0.536821,0.683385,0.323491
0.433605,0.878373,0.86762
0.884154,0.644528,3.77097
0.689897,0.984636,2.54267
0.157252,0.783768,5.1207
0.683021,0.987128,1.70842
0.0347696,0.500566,4.07999
0.536285,0.89805,2.19103
0.132583,0.571244,5.88624
0.776102,0.803664,2.64328
0.930142,0.588965,3.51847
0.00431126,0.615448,6.22469
0.769981,0.798618,0.934423
0.248543,0.244553,5.82963
0.0299556,0.67423,1.71222
0.319047,0.804378,0.272248
0.82355,0.656739,0.0992297
0.102016,0.632416,4.9197
0.0545482,0.964342,5.57622
0.612861,0.304888,0.300047
0.510728,0.208713,0.807314
0.323347,0.477786,1.54935
0.89403,0.841783,5.87888
0.108583,0.668969,0.632956
0.202305,0.413572,3.72271
0.369137,0.547085,4.2564
0.00695759,0.789011,4.58373
0.96074,0.574253,4.34522
0.805677,0.967944,0.679171
0.474868,0.849276,0.807548
0.964236,0.985422,1.19406
0.698908,0.618021,0.794614
0.402128,0.474658,2.07925
0.288055,0.92017,4.46197
0.626132,0.359587,4.96409
0.478225,0.747814,1.55348
0.0773581,0.750911,2.45798
0.254608,0.244975,5.52222
0.392577,0.852528,1.42328
0.652855,0.950926,1.33301
0.489486,0.428994,2.77444
0.497283,0.275527,3.11358
0.839004,0.715402,2.84625
0.281368,0.898551,5.73405
0.857335,0.926734,5.15099
0.0180633,0.814717,1.19045
0.78197,0.909977,3.72208
0.0534322,0.765413,1.43691
0.329154,0.78756,4.06271
0.6589,0.279504,1.19623
0.618697,0.713803,0.480728
0.988169,0.953695,5.00726
0.418781,0.440032,5.49033
0.267716,0.95165,6.20709
0.451397,0.791525,5.97444
0.127054,0.677012,4.93408
0.405863,0.714035,4.76566
0.374607,0.439375,0.738987
0.482068,0.874069,0.589242
0.249133,0.497894,1.25902
0.213454,0.499165,2.34681
0.80273,0.781893,4.87424
0.258255,0.74502,5.15383
0.446467,0.707902,4.63756
0.0762606,0.96828,5.64207
0.934808,0.775838,4.24935
0.997272,0.924876,3.59657
0.219708,0.471231,2.03853
0.0747218,0.781858,3.944
0.75425,0.813811,2.7056
0.185365,0.971711,4.86389
0.104045,0.189929,0.341776
0.919024,0.73261,2.00712
0.681497,0.511781,3.94368
0.867761,0.954791,1.28182
0.136687,0.528459,5.831
0.0663388,0.451707,3.26405
0.114999,0.595668,3.30439
0.0499318,0.810596,1.7051
0.833708,0.822866,0.571084
0.882132,0.597456,3.13522
0.662805,0.725939,1.27574
0.936594,0.99589,2.87535
0.986596,0.308907,2.13462
0.495289,0.337749,4.01659
0.0520677,0.902667,4.1282
0.186647,0.966206,6.14689
0.184777,0.775321,5.70765
0.443506,0.766382,5.22113
0.920357,0.386305,1.63902
0.147606,0.563913,1.63925
0.202497,0.487629,2.92132
0.610494,0.805535,1.15588
0.151461,0.815707,3.16654
0.908742,0.297165,5.884
0.906919,0.688164,4.74091
0.411691,0.520116,3.97472
0.819921,0.864863,0.598613
0.377674,0.596589,5.65516
0.0503325,0.53188,5.15161
0.774638,0.958817,6.2772
0.0291811,0.665806,3.62031
0.503532,0.674356,3.64435
0.813788,0.634942,3.24912
0.620394,0.962128,1.27431
0.112974,0.887358,0.822761
0.817451,0.771343,2.12723
0.655308,0.413307,3.67213
0.286065,0.982932,4.94633
0.928005,0.823549,5.25585
0.271919,0.884256,3.09702
0.562825,0.537705,0.786317
0.126934,0.609433,3.95634
0.185387,0.553392,0.351703
0.809404,0.923925,1.61246
0.826186,0.714059,4.45583
0.903332,0.375614,0.240428
0.73576,0.839098,3.51698
0.649227,0.835769,3.79804
0.0464368,0.941021,0.74059
0.603057,0.99317,0.76516
0.787234,0.979816,2.87123
0.32833,0.676837,0.325187
0.387568,0.817689,4.15897
0.799801,0.927854,4.70969
0.918057,0.410374,0.409662
0.00974445,0.946745,5.48453
0.835328,0.557878,2.66582
0.504619,0.410234,3.87009
0.885609,0.596987,5.67787
0.293587,0.904921,5.8106
0.178985,0.972792,5.2044
0.637388,0.359658,1.84633
0.174107,0.617678,3.53492
0.030903,0.579745,5.85804
0.561751,0.818171,2.45659
0.154123,0.727799,5.94915
0.927819,0.878382,2.36808
0.848795,0.934261,1.56167
0.579589,0.123136,2.90404
0.699295,0.509546,5.11605
0.638492,0.411862,5.45191
0.78788,0.688767,2.92591
0.52266,0.69206,0.358309
0.569229,0.427663,5.72514
0.547683,0.498229,2.81385
0.829851,0.884912,5.21099
0.143739,0.395316,0.266851
0.659509,0.758067,2.77523
0.376808,0.932572,0.34524
0.484064,0.938819,2.05053
0.718349,0.936163,1.04729
0.725272,0.990755,3.69315
0.00911065,0.432973,2.3659
0.578821,0.581976,1.63315
0.886484,0.713724,1.31331
0.406907,0.654319,5.80918
0.282914,0.578281,0.00863959
0.300509,0.79709,6.04896
0.236569,0.9897,4.23685
0.754656,0.848173,2.33355
0.826096,0.772606,0.18204
0.96489,0.922365,0.143875
0.781475,0.866725,1.18756
0.859068,0.313399,1.20382
0.247498,0.955506,1.14199
0.00290677,0.518679,5.18933
0.0944039,0.979873,2.62681
0.927442,0.907695,0.175137
0.786716,0.240461,2.48996
0.541974,0.985987,3.01606
0.31203,0.718609,4.64501
0.129203,0.722383,2.7664
0.752057,0.647105,4.69506
0.711246,0.411947,1.2411
0.46966,0.448914,6.16975
0.765088,0.483909,2.36375
0.386674,0.942981,0.50875
0.999562,0.895283,3.92852
0.272639,0.33861,0.657044
0.186615,0.871017,1.36
0.567923,0.694801,0.685063
0.348087,0.795899,1.38318
0.706864,0.90096,3.9602
0.347027,0.284769,3.05889
0.36248,0.828223,5.01537
0.974822,0.953513,5.01104
0.201545,0.83986,2.41547
0.765136,0.869738,6.22927
0.266425,0.711144,3.94019
0.382579,0.610899,3.53599
0.993922,0.583475,5.51001
0.814712,0.856819,5.29534
0.263195,0.835604,4.94776
0.975059,0.727649,5.95968
0.177056,0.436205,2.36582
0.0227798,0.64986,1.12263
0.042869,0.930356,1.49989
0.898349,0.707496,2.75325
0.496931,0.561169,5.46315
0.531483,0.182248,4.40151
0.440922,0.824706,3.31274
0.901333,0.648057,2.01465
0.0480631,0.793306,5.19482
0.98678,0.210039,0.492087
0.00710851,0.52055,3.49876
0.623932,0.943142,1.92499
0.473812,0.706292,1.3093
0.099562,0.337539,1.99929
0.102534,0.355347,1.64931
0.522257,0.837989,5.5352
0.516529,0.786029,6.14908
0.228462,0.53854,3.91633
0.764906,0.396762,0.616056
0.382608,0.308502,3.40514
0.629925,0.630208,6.03258
0.711709,0.468014,1.30331
0.308599,0.707558,2.15923
0.0950442,0.987505,5.5531
0.473876,0.827587,3.73887
0.715859,0.857097,5.25682
0.870788,0.986691,2.5897
0.929579,0.462744,3.89751
0.442146,0.935635,2.04924
0.509217,0.531726,0.143816
0.570529,0.805329,6.0068
0.302303,0.878998,1.72604
0.527552,0.615804,6.26548
0.572682,0.88003,1.97201
0.508283,0.936566,2.63348
0.332197,0.987718,0.589352
0.402115,0.86919,3.86238
0.0398091,0.387649,1.03789
0.604975,0.39196,1.20139
0.504535,0.564185,1.73094
0.737498,0.796963,4.56899
0.650732,0.955802,2.98635
0.751311,0.928042,4.59799
0.0899621,0.249931,0.981932
0.356633,0.93784,3.97758
0.587082,0.825252,2.77182
0.194131,0.656576,1.10035
0.665256,0.239172,3.59991
0.779382,0.934027,2.55116
0.937724,0.659018,1.75159
0.301931,0.70398,1.35501
0.0423687,0.478138,1.37295
0.863573,0.586176,2.02582
0.259632,0.611196,5.70811
0.585157,0.550308,0.356412
0.539783,0.693012,5.79579
0.933958,0.394802,5.80554
0.670509,0.860988,2.92869
0.468601,0.480354,0.0592704
0.581914,0.987173,3.28004
0.770826,0.361114,4.81175
0.954819,0.401395,2.53961
0.795074,0.642436,3.00763
0.845714,0.949911,3.51485
0.618298,0.946885,2.00569
0.426735,0.427138,4.68666
0.380475,0.674443,4.39932
0.798781,0.707927,0.0854788
0.84285,0.653852,4.44122
0.429785,0.286248,4.88295
0.187342,0.938348,6.2024
0.850513,0.892849,3.71032
0.722067,0.850156,1.71954
0.303853,0.772959,1.28098
0.18106,0.810284,3.01749
0.296582,0.923847,3.20286
0.132719,0.481159,1.59404
0.810573,0.552953,4.52797
0.624609,0.0958663,3.36007
0.565257,0.966976,5.58731
0.74964,0.507435,3.93221
0.917755,0.828107,3.34288
0.0860566,0.967687,0.951063
0.786248,0.168865,2.86568
0.929086,0.718952,2.82957
0.4377,0.849794,5.92321
0.466476,0.910437,1.44643
0.310851,0.110196,3.40053
0.179711,0.493833,0.127511
0.281095,0.180523,2.62662
0.445803,0.915151,2.96174
0.628752,0.132359,3.2132
0.609701,0.723432,5.29503
0.953551,0.946026,5.73087
0.172669,0.761368,4.4413
0.309752,0.755163,3.42612
0.6766,0.991238,1.58344
0.596137,0.643536,4.465
0.605299,0.964077,2.63353
0.464265,0.783264,1.67438
0.187129,0.937514,1.66896
0.657975,0.126154,2.29081
0.118481,0.180563,2.25562
0.156332,0.852558,0.504281
0.660453,0.629698,0.668864
0.193147,0.83694,5.22628
0.190193,0.791999,4.12311
0.0847732,0.78907,5.60732
0.469786,0.683242,3.18016
0.172841,0.900274,0.43465
0.937632,0.936591,3.43939
0.614111,0.751154,6.06554
0.846456,0.66621,1.35542
0.929518,0.966543,1.4807
0.427167,0.997728,5.98793
0.0856247,0.737342,4.28633
0.788567,0.997967,1.12571
0.300972,0.505105,0.274285
0.681211,0.672357,5.55879
0.744048,0.692254,2.75551
0.966358,0.581198,2.92475
0.0283607,0.411382,2.22411
0.756243,0.659487,3.75394
0.152016,0.436632,3.68396
0.00238597,0.880919,0.347894
0.288341,0.514168,0.996192
0.487493,0.923,5.23735
0.306477,0.620918,2.98691
0.178165,0.603306,3.18533
0.186392,0.304763,0.936106
0.785446,0.431838,2.8218
0.156167,0.371676,2.38561
0.841894,0.988894,3.63565
0.280225,0.788438,2.34572
0.107139,0.906175,3.43271
0.729589,0.692078,1.80061
0.537629,0.829543,2.89808
0.858727,0.970022,5.77133
0.530481,0.41849,2.32992
0.351495,0.851438,0.977338
0.772454,0.622717,1.80122
0.497878,0.684056,3.63554
0.130577,0.915312,0.369537
0.438082,0.690414,2.45966
0.593535,0.523178,5.37551
0.664949,0.980854,0.247397
0.0671788,0.550262,5.50851
0.995604,0.719557,5.11204
0.213175,0.754769,0.875285
0.301928,0.967504,0.455303
0.949669,0.624443,1.98268
0.196294,0.885642,0.506791
0.0275995,0.836978,2.41807
0.489647,0.387594,1.84213
0.293246,0.774806,1.98365
0.535019,0.863246,3.36774
0.221504,0.93304,3.23877
0.801205,0.907675,5.52114
0.120901,0.920753,3.42852
0.786926,0.627189,2.07855
0.691854,0.81007,3.99374
0.251639,0.980145,4.45755
0.959735,0.609416,4.90891
0.335252,0.645349,5.75386
0.576449,0.1589,5.26368
0.201444,0.615294,3.52558
0.0518278,0.631136,1.31414
0.917333,0.85723,5.78827
0.819076,0.991423,1.45751
0.759204,0.762654,2.91203
0.161458,0.735683,4.17873
0.604196,0.664424,5.97703
0.188792,0.624479,4.21581
0.935929,0.914402,2.37642
0.373904,0.732994,0.423813
0.372552,0.711015,2.93142
0.979759,0.42307,0.296403
0.611737,0.916366,2.90347
0.0437692,0.970243,0.536614
0.155357,0.787136,1.08265
0.0853781,0.199023,4.88204
0.645429,0.396856,2.28309
0.30096,0.717714,0.14966
0.935839,0.886271,0.561642
0.764343,0.757382,3.43635
0.0898828,0.485365,1.01727
0.543795,0.995084,0.375113
0.155147,0.633903,0.737039
0.358051,0.339368,5.52578
0.642402,0.915657,3.74606
0.299579,0.803369,3.60398
0.406808,0.997554,6.23824
0.28022,0.556643,5.30289
0.717495,0.490185,0.171606
0.00986934,0.512868,2.2371
0.107026,0.550337,5.6653
0.0495224,0.527222,4.36311
0.870992,0.560124,0.446048
0.241282,0.949462,0.811795
0.606145,0.553152,0.91037
0.737542,0.29433,0.908808
0.956475,0.689332,1.7295
0.388847,0.51074,2.47967
0.417742,0.760936,3.93727
0.802838,0.660131,1.67849
0.691498,0.674446,0.0394028
0.581629,0.956665,2.80497
0.9436,0.946719,6.13762
0.0332267,0.767422,4.64276
0.301979,0.703617,1.45515
0.554529,0.250789,1.6114
0.839836,0.636038,2.63446
0.529953,0.88794,3.94858
0.186525,0.341964,4.38401
0.959437,0.938879,0.819515
0.563626,0.881187,0.149309
0.95357,0.295894,5.41108
0.507253,0.604493,2.10555
0.668913,0.89425,2.53815
0.666896,0.286,5.16257
0.689619,0.984334,5.45712
0.282983,0.653405,4.24701
0.470778,0.682907,1.62888
0.510929,0.506097,6.08691
0.255596,0.984299,5.45532
0.300993,0.824598,0.285027
0.319969,0.621506,4.38633
0.447694,0.745235,4.2721
0.564801,0.609696,4.09769
0.640312,0.70783,6.20256
0.439111,0.589125,6.04041
0.0610402,0.498307,1.30117
0.579678,0.906232,4.04004
0.338062,0.674735,0.528568
0.902703,0.717862,3.59833
0.120991,0.741702,3.42771
0.0888557,0.46545,0.972855
0.989538,0.456549,0.433631
0.267119,0.676415,2.40541
0.504165,0.784774,4.81674
0.261369,0.949702,6.1823
0.227275,0.752019,2.12579
0.82193,0.897446,4.17505
0.939139,0.756106,2.20218
0.492475,0.812422,3.25247
0.424632,0.977371,4.16593
0.0843815,0.672755,3.84929
0.832481,0.139729,5.96715
0.21047,0.672844,0.585358
0.199626,0.560467,3.55396
0.935924,0.518422,5.84551
0.942682,0.914365,4.71236
0.0594396,0.969783,4.89786
0.849046,0.767146,4.655
0.0692252,0.189524,0.618504
0.875693,0.913584,1.05784
0.171606,0.880947,1.36119
0.120812,0.623959,5.80843
0.758792,0.712031,5.78739
0.575679,0.999706,4.34456
0.252272,0.543949,3.8527
0.798917,0.94716,2.03619
0.606474,0.775968,4.48724
0.52239,0.819951,5.81035
0.815402,0.732419,5.67326
0.0834323,0.850028,4.77153
0.207439,0.147938,4.32681
0.293295,0.672003,2.80809
0.394796,0.982328,4.711
0.528219,0.162451,2.46938
0.386603,0.588351,2.69003
0.715006,0.684936,4.64119
0.630759,0.921125,4.76071
0.420573,0.252519,2.54532
0.892852,0.767198,3.22299
0.60547,0.652235,4.56019
0.284002,0.430743,3.34351
0.419007,0.972318,2.49354
0.74028,0.87947,4.82875
0.14991,0.874439,5.49571
0.593024,0.940677,0.780032
0.98329,0.505753,4.86817
0.876429,0.731351,1.79131
0.922352,0.348072,1.29367
0.106866,0.738869,5.73778
0.0499464,0.870436,0.527057
0.647595,0.494859,0.439079
0.0135554,0.883806,1.51128
0.510269,0.982134,5.73292
0.0901638,0.928485,0.476976
0.580492,0.171031,5.59345
0.804157,0.290456,1.24853
0.979486,0.522627,4.82556
0.70746,0.947959,4.07273
0.234798,0.489137,3.04721
0.232443,0.375214,4.50723
0.92877,0.704975,3.85867
0.855042,0.82469,0.625365
0.96029,0.167445,1.37764
0.585097,0.529897,0.869194
0.286293,0.583642,1.97794
0.552489,0.803014,5.62432
0.513849,0.152863,3.76391
0.207334,0.962061,0.514907
0.780696,0.602686,0.555464
0.362848,0.117385,4.8217
0.137876,0.510512,0.550144
0.979488,0.140304,4.87425
0.743605,0.939746,0.0453871
0.42956,0.891832,2.57226
0.880813,0.855022,4.20741
0.108791,0.742755,1.47049
0.816867,0.729394,1.86391
0.631174,0.812541,0.226187
0.984367,0.901938,0.0651796
0.297307,0.885053,1.6854
0.665303,0.769433,1.15873
0.183066,0.909783,4.47152
0.17033,0.733228,1.48948
0.498112,0.90806,4.2137
0.477166,0.917456,4.90357
0.893786,0.290627,1.57921
0.0431179,0.524839,1.06686
0.498835,0.444422,5.38457
0.672472,0.860326,0.642183
0.156273,0.541779,3.56023
0.886235,0.514554,2.90249
0.932653,0.877812,5.57244
0.0570805,0.785892,0.255358
0.306598,0.747467,5.23156
0.690575,0.59874,3.86634
0.768846,0.466013,2.72617
0.512422,0.171656,2.38053
0.93622,0.840801,1.824
0.625494,0.431647,1.34202
0.263046,0.958346,0.156564
0.00948975,0.688883,1.23639
0.112407,0.455519,0.365558
0.563504,0.701633,3.71528
0.472276,0.404807,0.936022
0.204935,0.90917,2.66698
0.451728,0.689812,3.90557
0.963706,0.885033,5.928
0.951475,0.294909,0.425327
0.236892,0.946357,5.7141
0.218285,0.608924,2.46668
0.365502,0.534112,1.17603
0.542299,0.959456,1.70187
0.576199,0.275399,6.26012
0.174314,0.282436,0.0032161
0.111142,0.319865,0.160244
0.926404,0.308514,4.92433
0.629031,0.914238,3.9768
0.152265,0.48747,1.58677
0.50921,0.874704,0.332272
0.481881,0.864416,4.90591
0.515473,0.986894,1.08142
0.408795,0.544098,1.92419
0.546906,0.819206,2.05728
0.143796,0.408587,3.76016
0.563113,0.656297,0.833204
0.616656,0.449815,4.86021
0.577179,0.654768,0.582517
0.185717,0.424184,2.41959
0.222999,0.623839,0.111944
0.48302,0.912031,5.66827
0.809862,0.868994,4.50068
0.8367,0.363299,1.6786
0.438446,0.636534,0.784057
0.325689,0.998178,3.31963
0.458146,0.621392,3.63168
0.309566,0.827473,0.852019
0.283546,0.178671,4.5203
0.687928,0.986402,1.38797
0.0253338,0.703097,1.04037
0.473332,0.0838846,0.936868
0.70345,0.341121,1.92755
0.921719,0.462762,2.24511
0.267275,0.108816,3.25834
0.885302,0.878744,3.09661
0.204391,0.523427,4.71253
0.683429,0.946979,0.0399854
0.455135,0.330415,1.43458
0.824671,0.985453,5.05808
0.419789,0.279117,1.78225
0.0131455,0.66147,0.173161
0.168842,0.831695,2.69271
0.272626,0.198878,5.44861
0.780541,0.702211,5.6233
0.899559,0.154037,5.28811
0.463524,0.431564,2.49437
0.714955,0.889268,6.2685
0.820964,0.357825,5.62362
0.480225,0.812305,3.20387
0.348435,0.914998,3.8581
0.431261,0.570974,3.62807
0.297928,0.790377,4.19733
0.85768,0.458867,0.591782
0.126421,0.605554,2.51341
0.621464,0.373033,3.82551
0.328161,0.15614,4.24268
0.952632,0.873199,6.26388
0.760073,0.782294,3.58391
0.397528,0.392764,5.02648
0.0729768,0.436422,4.57226
0.0323394,0.10888,4.7371
0.122777,0.471742,3.89445
0.721272,0.662307,2.46577
0.515364,0.625099,0.940171
0.923247,0.336561,0.217868
0.0855817,0.785519,1.31432
0.671827,0.630009,1.6874
0.91407,0.937118,1.07015
0.159974,0.706178,2.14443
0.231762,0.968008,2.54893
0.029596,0.334706,0.609895
0.422953,0.425698,5.54201
0.449111,0.928096,3.01402
0.239448,0.93047,2.13714
0.0507494,0.643692,0.499124
