x,y
1.845103,3.848509
2.112344,-1.504642
1.078686,-0.020426
-1.726445,1.207432
-1.979235,2.782907
2.125423,0.984357
3.127881,-1.114218
1.128848,1.886969
3.258356,1.121385
-2.620432,0.882711
1.793387,3.585246
1.289296,-0.111450
2.894560,4.984208
3.007167,2.476768
1.106024,-1.681773
1.643454,3.129225
1.223286,-1.206951
0.817534,1.877647
3.019880,1.665769
1.579291,-1.473847
4.140519,1.022612
0.051549,-1.238148
2.252281,1.537864
1.542621,0.829431
1.190523,4.080741
1.049310,0.063511
4.512898,1.233186
0.639517,-0.286878
-0.566692,1.641857
2.031080,2.590387
2.505962,1.763013
-1.751987,-0.926540
-1.731344,3.638589
0.270651,0.578631
-1.450264,1.917818
-3.042814,2.256346
-1.073599,5.726101
0.376897,1.288478
1.129441,-0.985847
1.395515,1.883984
2.480147,0.629279
-2.220393,2.584491
-1.167452,-1.455761
0.747430,1.049955
4.572535,1.254629
1.883130,-1.135233
2.588391,-0.898057
1.352666,0.329318
1.627176,3.279399
0.530901,0.166140
3.064903,1.888468
3.777876,0.810611
0.579254,0.516071
1.616252,1.120485
-1.968399,-0.117590
1.620225,6.453515
-1.178529,-2.777076
-0.800149,-0.257575
-0.659886,1.278088
2.652774,0.608645
-3.711480,-1.000447
-1.222121,2.606902
1.085894,2.281080
-1.181706,-1.617053
0.653276,-0.771398
2.804072,0.078715
0.749233,-0.312671
-0.561159,2.177013
1.555473,3.238487
-1.100184,-0.086212
2.885861,1.849088
1.754922,5.347995
-0.995862,-0.369416
3.172930,1.677123
2.489735,1.511388
-0.760252,-0.495242
3.636331,-2.265425
0.792066,0.436701
-3.597685,0.388212
-1.341767,4.765657
2.581595,2.083393
3.704750,2.046144
-1.663561,-0.221620
4.055649,-2.517968
-2.876682,1.203049
-0.460998,1.409773
3.261578,1.389495
-0.969995,1.688698
0.921320,1.464513
-0.219281,-3.832822
-2.491127,-2.324781
4.127479,0.423602
-3.285060,2.196148
2.844554,-0.860631
1.968306,5.695034
0.931603,-0.493976
-1.212729,-1.515850
4.872416,1.586799
-1.977178,1.470725
2.580717,1.666954
0.623346,2.450056
0.738639,-1.575795
1.056566,-0.720039
-0.013817,-0.674511
1.286586,0.069912
-0.742054,-1.731623
2.171403,1.476410
3.278788,0.375813
3.380952,-5.329128
4.958871,5.298658
-0.527766,-0.834085
-0.907060,1.205593
-1.343906,4.117853
1.375326,2.974237
4.731500,1.470330
2.551712,0.020113
3.659691,-0.042601
0.056338,0.078380
-0.972399,1.235917
4.185916,0.325085
2.727634,-0.539468
3.644135,1.520341
4.393848,2.438735
0.043071,2.761012
1.007908,1.584042
-1.152213,2.156977
1.019553,2.709713
2.291485,0.742785
0.400698,1.255735
-1.197023,2.551950
-0.520568,-0.662021
-0.254938,2.523119
-0.102911,3.153268
0.551391,2.621316
-2.485645,-0.084664
1.415199,0.409002
2.537111,0.099246
2.027382,0.201865
1.619511,1.451509
1.212250,0.399243
1.617486,4.035421
-0.493013,0.313500
-2.026827,2.737475
-0.089511,-0.026227
0.330399,-2.786659
2.236643,-0.625325
2.409104,4.807114
2.831823,1.096947
2.137764,1.788686
-1.649995,2.703153
1.493832,2.948111
7.657538,-1.262298
0.352629,-1.462528
-1.874352,-0.429767
-2.203588,0.340264
1.282184,-0.872093
3.915718,0.678037
-0.003367,0.783127
-0.896273,-0.691849
0.504647,-2.989836
2.132252,1.214754
0.639186,2.843386
2.242812,-2.267308
0.578915,2.349094
-1.759093,2.803205
3.129434,3.546345
0.182939,-0.101722
1.932436,2.969078
2.868538,-2.345284
-0.135323,-1.754993
0.821243,-4.381764
2.906411,3.409648
3.158797,0.254948
3.742689,-0.272769
-1.683701,3.805698
0.480700,2.767952
2.973156,5.258846
5.653558,0.864180
1.463237,3.657523
1.603445,2.313411
-1.299727,-0.629565
-2.303662,-0.421381
0.909675,1.905173
0.136968,0.692533
-0.765089,3.675484
0.347794,4.400642
5.590506,1.527448
1.211596,0.950499
0.730706,1.060269
1.896482,1.462372
2.091767,1.430258
-1.068405,3.061448
1.057203,-0.911622
2.308553,-0.198305
2.383867,0.286813
-0.999817,0.421581
-1.963478,1.080643
1.508051,0.356324
-2.978864,-0.215212
1.875835,4.121976
0.817649,-0.724586
2.084622,-1.204222
4.050319,-1.994195
-2.831523,-0.255371
-0.008871,5.171292
2.546885,0.230296
1.225305,-3.362169
-1.940848,-1.942030
3.682970,-1.573017
2.954789,0.273910
-2.555152,1.672868
3.088314,-2.149060
7.186626,0.523191
0.501732,0.000711
-0.693303,2.753326
2.113819,0.811540
2.362168,0.926357
1.771223,0.822227
3.771558,0.070806
0.145671,1.457673
4.094929,1.951229
1.488979,5.074131
0.453780,0.707685
-0.150543,3.704122
-1.067165,-0.763340
-1.379100,-0.020724
-0.154477,3.792567
5.657250,0.068664
-2.641245,-0.255303
-1.501197,0.358085
4.433900,1.684485
1.974903,0.705462
2.310910,-1.159662
0.319269,3.258758
-2.871601,3.745803
-0.778848,0.523742
2.400065,1.156694
1.603055,1.069373
6.057308,4.377716
-2.385341,0.829474
1.591142,1.339245
0.100223,0.336254
4.592567,-0.769577
3.228882,1.019054
0.954215,-0.567981
2.110774,-0.715051
3.013955,3.529986
1.883275,0.164410
-2.028147,2.794863
0.434267,1.642332
-2.141688,0.950176
0.556402,2.738627
3.876896,0.693509
1.443009,2.525847
-0.621200,0.465864
4.087413,-0.168693
-0.207869,0.756327
-2.622534,2.682628
-0.007333,-2.171025
1.131264,2.727478
2.153944,1.839119
1.616948,1.475459
2.184583,2.121473
0.110621,0.528895
6.225801,2.148721
4.196562,3.006968
0.871595,-0.958277
-0.867137,2.132045
-2.536043,3.554878
1.288707,3.434933
-0.132045,0.677948
3.546992,4.062816
1.569813,2.161704
1.414078,0.109441
-1.447492,2.306813
-0.281079,2.478076
2.357764,-0.602150
-2.679017,2.463538
-0.075965,2.100908
0.587777,2.783437
-2.009888,5.352453
-3.329443,-0.903253
1.168443,5.324317
1.722148,3.738272
2.248786,-0.389806
3.688089,-3.070368
3.897669,-1.787205
3.282766,1.934049
0.158832,2.027961
-1.020986,-0.374941
1.809619,2.729667
6.091543,3.325026
2.032273,3.670283
-0.893801,-1.991063
0.036569,1.039029
-0.791556,0.823269
-0.452527,0.369793
4.641884,-0.420407
3.717977,3.158355
2.628773,1.574121
0.944554,-0.025726
-0.032703,1.952455
-1.814921,2.540758
1.853017,-2.656832
-0.008540,2.457778
2.157571,1.355631
1.821387,-0.505271
0.744055,1.693252
0.301535,2.480112
0.885087,-0.010710
1.413612,-2.230473
3.219829,-1.911041
-2.879169,-0.055484
2.623494,0.271574
3.375102,-3.374609
-0.055434,0.795882
-0.091726,2.162077
-0.478425,1.203958
0.123297,-2.575067
-1.989554,2.380703
0.508183,-1.143890
4.447266,1.264052
-0.945166,3.500714
1.823205,3.704098
2.842523,2.160525
0.560681,1.482189
3.349504,1.882108
-0.474583,-0.211102
-0.357720,1.396922
0.352480,1.845911
1.803004,1.585808
1.410293,-2.586870
0.103627,2.327124
2.610472,0.609012
-0.391362,-0.950481
4.787737,1.809455
-0.602256,0.382956
-1.692279,2.721038
1.081698,-1.182128
1.683919,0.367198
-0.617940,0.688397
2.520728,4.099441
1.954831,1.200902
2.350236,0.417840
2.479884,1.641898
0.388241,-1.192862
3.481759,3.848418
1.714690,2.274379
0.128569,0.247446
1.292757,2.505485
2.346573,-0.575885
-6.637650,-0.207249
2.585885,-1.881995
-0.946658,-2.640681
-2.280089,2.224318
1.479249,-1.459872
1.718129,3.706887
2.450472,1.518761
3.068462,-0.469058
1.822032,5.081609
4.702901,1.614078
-0.298891,2.143353
1.121190,-0.462789
1.620642,-4.976353
3.523572,1.459432
0.011160,0.314049
-1.102615,-0.781699
-0.399809,0.551439
1.551281,2.381148
2.114554,-0.389060
2.510148,-0.382990
-0.793814,0.457426
-0.862886,2.854033
0.321855,1.936573
-1.124549,-1.862771
4.332834,2.045702
2.421010,-1.672465
2.272505,-0.516500
1.733124,-0.800940
-1.960226,4.082858
2.371065,-0.483966
5.601780,1.889133
3.864788,-1.119949
2.119650,3.940717
-0.613284,-1.037645
2.400942,-0.594266
0.128717,-0.823731
-0.704434,-0.768227
-0.220746,-0.237399
2.134126,0.201174
1.620571,0.166844
3.205003,-0.610597
2.076898,1.570274
1.128512,-2.072699
1.745374,-0.274853
2.409904,3.323756
0.609509,2.319834
-1.348701,2.781868
4.669421,-0.911673
-1.410773,3.296225
0.665016,0.589703
1.294745,1.715511
-1.306969,0.414058
2.281661,0.502752
-1.326539,2.544408
-0.205059,0.174566
1.671297,2.831472
3.788079,1.165260
6.252803,1.572622
0.643761,0.308001
2.288751,-1.059093
2.282658,3.085910
3.653702,-2.580437
-0.349381,1.723865
-1.263945,0.543693
1.879248,-1.321330
4.284243,0.013247
5.515978,5.569799
1.149764,0.343465
2.762914,5.344830
2.304817,1.273739
2.430483,3.583755
-0.650541,-3.095642
0.567621,0.489458
5.953372,-1.669576
0.571271,3.560428
3.252975,-2.495445
3.934541,1.385373
-0.001623,1.461355
-0.990462,1.752668
1.863831,1.601250
2.858994,0.271094
1.760160,3.728366
-4.677649,-0.661777
3.200817,1.279144
1.332825,1.269810
4.169141,1.518371
2.080835,-0.211357
-0.077294,1.574877
1.959082,2.382953
-0.395596,2.371217
2.553823,-0.882556
0.868175,1.735741
1.778472,1.368525
0.252765,-0.804055
4.770637,-1.607243
0.903284,-2.051621
-0.048449,-0.986228
-2.110600,-0.965477
0.325982,0.604889
2.780577,2.374574
0.440967,-0.766349
1.369533,0.311523
2.714730,1.965506
2.249579,-0.694206
0.574371,1.250681
1.967061,2.673968
5.899031,2.523812
1.775379,1.385115
-2.743231,-0.154442
0.466161,0.392559
-0.283998,-1.559510
3.843880,1.548734
3.895347,1.429132
-2.170024,2.673095
-1.163517,-1.476485
0.618038,-1.704991
-1.122438,-0.122803
0.289922,-0.436373
1.719009,1.515920
0.527376,0.090460
-0.234039,1.496518
0.418459,-0.955718
-0.654887,3.190332
2.096829,1.816010
1.573447,1.191654
-1.082171,0.659790
0.656728,1.419285
3.467365,-1.131241
3.076404,2.013752
1.528988,-1.341317
4.562984,3.029957
0.171997,1.060833
1.446354,3.271908
-2.185449,0.841642
5.162360,-1.752341
2.261008,4.108829
0.071281,-3.457261
-0.732116,-1.976080
-0.645411,0.990239
-0.205352,-1.623433
0.051366,-0.188286
-2.437775,0.652770
-1.966565,2.965449
2.399675,5.548147
5.233601,-0.259098
1.256191,1.992549
1.139358,2.966217
3.753257,1.495774
-1.497210,3.488401
1.721034,3.682725
2.087410,1.023933
1.462578,1.177460
1.297076,2.918975
4.010415,3.008264
-1.639049,3.332540
0.109505,-0.179735
-2.981145,-0.506158
3.718189,-0.477732
1.413016,2.151750
-0.711382,1.752100
0.283662,-0.518805
-0.940369,-0.143180
1.231597,0.733052
3.618749,2.730392
-0.658943,1.805219
0.329469,0.755140
4.027741,-3.822945
0.742954,1.097253
4.479217,2.223220
-1.543688,1.300334
3.551157,1.604305
-0.397139,2.334016
0.533110,3.187378
-1.653597,5.993663
-1.270456,-0.940161
2.755664,-1.054048
1.954920,-3.294599
0.211110,0.424140
4.100844,1.418943
3.118555,-0.439421
-0.540083,0.780648
7.701871,1.696380
-2.370698,5.703245
-1.360375,-1.023665
1.332296,1.607194
5.277080,0.826627
0.905169,-0.257153
2.706230,-0.229181
-0.701899,-1.244284
-0.177627,-2.624455
-2.281533,1.292599
1.165232,0.475136
-0.007826,1.416215
3.127639,0.191825
-0.225546,-0.521487
1.447183,6.499017
-1.698932,2.399539
2.034384,1.305696
1.974561,1.186902
1.187936,0.638550
2.145487,-0.336088
0.884702,2.463214
0.080522,0.180357
-0.361795,3.679177
-1.956698,2.252103
0.221014,1.354335
2.416650,1.041481
3.155694,2.331902
0.511626,-1.105295
4.559302,1.183805
-0.488929,-0.519539
2.483297,0.063926
0.927150,5.225970
1.652753,3.681518
0.434025,-1.251592
2.797428,1.173377
-1.886143,1.479981
3.659934,2.482699
3.730723,-1.115378
-1.300544,1.528572
1.713973,1.411421
1.448032,-0.013120
3.083441,0.608547
3.440462,0.986343
-0.546404,-1.334313
1.587318,3.431681
2.665562,2.421911
0.359836,0.749395
-1.934453,-0.755318
-0.084448,-0.322814
-0.345624,-1.772916
2.359805,2.874704
1.631684,2.186283
-1.988748,-3.765058
-3.175739,0.224009
-2.316425,1.730963
-2.345346,5.165953
2.340802,1.301502
2.688969,1.288231
0.242773,2.429913
3.012832,0.640009
-0.630896,3.273678
-0.474127,0.309740
0.600643,4.092238
3.262292,-2.354831
2.934675,0.607637
0.121229,-0.868537
2.337411,0.424460
0.491318,0.172536
2.486846,1.376605
-0.222116,-0.953260
-0.067596,4.003127
4.016126,-0.685603
2.801434,2.837256
1.768724,1.300904
1.851318,-0.235515
2.711656,2.269064
-4.781511,2.386747
1.204575,6.944952
-2.228990,0.595905
1.602594,1.317779
1.361464,2.510136
1.655908,-1.662259
4.014163,2.274144
-0.834312,2.494148
-0.267865,0.465061
2.585504,3.948368
-2.321657,4.144435
1.144738,-4.269487
1.806081,-0.895644
4.467070,4.390222
3.837822,4.278002
1.080857,0.366784
2.682110,-1.162978
-1.091684,2.500124
2.578076,-2.070785
1.580192,3.754919
0.116165,1.122474
-0.107763,1.781790
-0.514335,3.492089
2.475453,0.414425
1.029996,-0.369296
1.447079,3.998583
2.136418,0.256402
2.117844,-0.179846
2.988815,2.816363
4.157521,0.791537
0.148148,4.357885
0.159089,4.470828
5.096263,-1.217843
0.622549,0.960683
1.918807,-0.936688
-1.661326,-0.757201
2.435247,4.400585
0.754629,0.742832
1.273449,1.708697
0.783168,1.729865
0.075298,3.033989
2.527237,2.539000
1.297941,2.469638
-3.538128,1.901192
2.675843,2.361344
-0.157829,1.947719
-3.145274,-0.586019
1.464832,1.338252
1.815539,4.461679
-0.748125,-2.684981
-1.043563,-0.198160
-0.168481,1.504417
0.942047,-0.529619
0.112798,0.620307
0.336658,0.817037
4.244240,0.968029
-0.209709,3.136113
1.909329,3.840621
2.707817,1.159868
4.053046,1.004646
1.978843,2.478974
4.529902,1.539709
2.361623,1.305500
-0.822695,1.000675
-0.134369,-0.427126
-1.342613,3.694970
0.739975,2.029086
0.305090,3.581013
0.207722,0.153224
0.588396,2.970884
-0.508664,-0.064780
-1.629175,4.448726
1.674318,0.555803
1.994122,0.374558
0.482420,0.975112
-0.511806,1.544397
-1.236690,-1.137439
-1.099781,-1.691432
0.019607,2.037291
-0.328116,2.766534
2.519201,4.542758
1.127022,4.210308
1.443301,0.330004
-1.175905,1.066066
0.213742,0.973529
3.897151,0.578327
0.495187,-0.025804
3.065531,-0.287547
-0.355528,-0.187068
-0.089133,5.348155
-3.208124,0.548522
0.588664,2.311803
3.442158,1.835289
1.203264,4.365401
0.410400,0.976057
2.581286,-0.464626
1.768548,1.450133
1.868888,1.149727
1.518390,-2.343558
1.634430,1.135522
1.249410,-0.001797
1.321048,-1.283466
-6.710781,2.161030
-0.276000,-3.114210
1.687434,1.163604
-0.242567,0.456690
0.114671,0.898780
2.414118,3.302211
1.811023,4.937378
-0.541368,1.120614
3.061874,-0.616265
0.627687,0.808378
1.646411,2.167955
-0.103973,3.028585
0.824578,3.224357
3.333893,2.528554
-2.521134,-2.058399
-2.547930,1.214653
-0.971478,1.376378
-1.500561,2.853649
3.337019,1.186499
0.720232,0.953016
-1.179990,0.960142
5.966314,0.173179
-0.820083,1.970277
-1.942757,3.710923
2.702475,0.208084
3.720873,-0.175251
1.605913,-1.634056
4.354957,3.583638
0.069842,0.638050
1.431758,1.836240
0.480605,2.480872
3.448419,2.407666
3.089759,2.658172
2.081276,4.615212
-0.437836,3.487739
2.455876,-0.077028
3.567438,1.883550
1.665942,-2.910613
0.735456,3.091697
0.919023,2.125257
1.294138,1.048394
3.502192,2.760512
2.652994,0.287215
1.046764,3.385508
2.326505,1.889714
2.193296,3.396618
0.787576,-0.629904
0.198591,-0.411571
-0.566642,-0.166577
2.143534,1.497820
1.570577,0.279607
4.756929,3.045083
-0.214129,2.297360
2.456180,0.887926
5.665228,-1.837245
-1.260177,-2.300845
0.806819,-1.205566
1.552392,3.994529
2.094281,1.837164
1.589582,2.017003
2.515369,1.428446
-0.035618,3.979537
2.468626,-0.232306
3.058453,1.435002
1.148681,3.076801
-0.316400,0.168438
-1.814608,-1.059938
3.066213,1.671854
-2.022988,-0.120806
-0.431611,-0.913953
0.581418,1.172195
-2.077837,2.565811
-1.895526,-0.733777
0.410441,-0.635592
-4.329116,-4.163043
2.135599,0.319544
-2.682669,2.702618
-0.609492,0.431023
-2.227075,2.614651
4.909318,2.745763
0.381599,-2.722998
-1.961758,0.834737
1.474105,0.311657
0.935892,-2.664902
-0.063992,1.692006
2.326102,3.782236
1.417687,-1.512124
1.874714,1.103613
1.952754,-1.379924
0.438060,4.919924
-0.439116,0.365116
0.648995,4.450781
1.337656,-0.359619
2.955885,0.441826
3.272300,1.097268
1.311361,1.669059
3.643537,1.367030
0.492309,0.602710
1.109267,0.568094
0.371124,4.393289
1.042906,4.570902
2.474147,0.196833
-2.403204,-0.780072
-1.285562,-0.730161
1.998524,1.242132
2.862458,-0.065503
3.152811,-0.320526
1.384294,2.468870
2.361133,3.798484
4.826697,0.492610
0.389677,-0.734280
3.469711,2.732296
-0.658661,2.708848
-0.119923,-0.226780
0.354583,0.594207
-1.448279,3.207652
-0.771471,-1.796355
5.452423,-2.404961
-0.339280,2.522699
2.221946,5.004721
1.924636,2.126937
1.342625,1.939115
-2.811699,-0.596432
2.790306,3.074972
2.923789,1.985182
1.743548,-3.224271
1.363892,3.814762
0.883683,0.643241
-0.568423,4.695627
0.041090,0.787956
-0.055147,-3.655345
1.416993,-2.067495
2.749928,-2.057317
4.848833,0.538182
-1.202500,0.832905
3.499027,0.786346
-0.723413,4.347422
1.460848,1.726842
1.946824,1.732579
3.555594,1.048589
3.332123,-0.522860
3.316472,1.732938
-1.032015,-0.307088
-0.818837,3.244165
2.124040,1.866736
2.557351,2.210719
-0.339062,0.139295
0.672089,1.943835
5.256879,-0.075539
-2.465233,2.996421
-0.646057,-2.241463
6.238239,0.340958
4.137681,4.083037
6.759448,1.759208
-1.025107,2.756304
1.649332,0.080893
2.896390,3.766776
-2.416383,1.791791
0.876944,1.078749
1.712738,3.216114
-1.215953,1.160797
-0.581647,2.099075
-2.471441,0.637290
1.017037,-0.322573
0.220427,-1.795410
0.976627,0.887698
2.109894,-0.946454
0.141959,4.106214
0.231286,-0.381551
0.835478,2.750970
1.621698,2.061296
-1.912397,3.183140
1.241252,1.815424
-0.791992,0.992705
-0.487498,1.794237
1.591975,1.356282
-2.986812,3.469414
1.829303,-1.312189
3.891770,2.094475
0.604094,-0.446320
-0.178041,5.319269
0.835465,0.586039
2.294168,-2.099198
-1.769751,0.396798
0.153031,-0.001885
2.666980,0.029508
1.135962,3.208666
-3.409326,3.446539
5.968508,-0.913620
-1.559336,2.917200
6.203080,1.814826
0.885937,4.486158
2.317880,2.441147
1.056783,3.017581
-0.045484,3.006260
-3.194238,1.584899
0.098829,2.933378
1.036378,0.789688
1.749965,2.089651
0.417566,0.687071
-0.290112,-0.905733
3.656485,3.788433
1.071873,1.091674
3.764866,0.022521
0.846125,-0.535732
-3.030624,1.553053
5.859959,0.463217
0.582713,-0.477120
2.215459,0.541648
1.577689,-0.424382
1.481685,2.670533
4.513885,-0.468901
-0.173025,1.391820
4.576396,1.201346
-1.947595,-1.074272
-0.489757,-1.601271
-0.526012,0.523329
4.208871,-0.031049
-1.749939,2.545738
0.467507,-1.383585
-1.673297,-1.572238
2.968871,2.082601
1.022932,0.843265
1.355758,0.485173
3.280197,-1.760790
-2.230357,4.627304
4.902259,1.134812
2.699818,0.725669
3.277976,4.200618
1.541601,1.130006
-0.162490,0.389635
0.934399,3.151608
0.500894,-4.956541
1.928082,-1.231541
-0.518111,-4.795957
-0.413121,-1.327603
2.184732,2.744115
1.448199,2.030682
4.519528,4.495147
-1.567595,1.306084
0.223386,1.778324
2.911563,2.391376
-0.058590,2.971183
1.508256,1.566556
3.863770,-1.053224
0.919560,0.504543
-0.004788,4.770583
4.237382,1.948399
2.094748,0.281532
-1.197414,0.194331
0.386233,0.897019
0.335076,1.286962
0.829699,1.590259
-2.441968,2.007301
1.282150,1.266885
4.659882,0.567166
1.042806,3.043288
0.857306,2.464225
2.435491,4.293069
0.888453,1.127756
-1.205149,-1.444859
1.980539,-1.097582
-0.262597,-1.603697
1.128574,-2.175671
0.221243,-1.647295
-1.521047,-0.336718
3.912810,-0.610213
1.932190,2.070586
1.829283,2.405978
4.904077,0.169063
0.736364,0.939164
0.644015,0.284833
3.605347,1.638034
1.410617,0.861355
2.649881,-0.714234
0.941215,2.998618
0.711221,2.782911
2.060088,0.519859
1.125551,-2.020731
-0.944669,-3.562554
3.228184,-0.092483
2.499295,2.389063
0.374376,-1.973259
1.220225,-0.040768
-0.837765,-2.394014
3.026120,-1.080645
0.536535,-0.142325
-0.299854,3.486664
1.805749,1.025549
-0.534060,2.691526
-2.344019,1.699218
0.299290,2.198094
0.004617,0.388707
1.886384,-1.773164
-0.194030,4.687784
-2.726120,-2.618004
2.919968,1.198221
-0.038431,7.726713
-0.885846,2.071374
2.090220,3.410723
-2.070760,1.017212
-2.727836,4.681469
-0.053491,3.197861
3.101777,-1.482961
1.745327,1.999177
4.539970,2.946536
0.112031,3.748069
1.449980,0.498801
2.649738,0.593044
-0.380647,0.803227
2.482588,1.216236
2.639576,0.924106
-2.196507,3.210643
-1.081411,0.753529
1.924887,2.019699
1.705610,-0.664993
0.608597,0.215432
0.633668,2.608394
4.457361,0.087979
-0.069979,-0.233264
0.671731,1.022692
0.593850,1.822805
0.680208,-0.774425
0.886878,2.698439
1.619714,-0.044332
-1.167333,0.377975
-2.452419,-0.834116
0.346695,0.979219
-0.005975,0.971591
2.978971,0.799348
0.053045,-3.266235
2.672715,-1.388741
0.506547,4.646075
-1.732307,-2.194786
-0.079586,-0.659656
1.706725,-2.077186
0.261496,0.144904
3.221344,2.675756
1.370472,-1.040980
1.096165,1.273732
1.431549,3.483915
-1.788913,0.667094
0.600797,-1.006261
-2.906756,1.612363
-0.173132,-2.318193
4.202488,2.425018
-1.498555,2.170419
2.583946,-0.398144
-1.158603,-1.462858
0.156179,-0.856694
3.421257,-0.478175
-1.377756,-2.356117
1.175033,-0.229514
3.800261,1.659757
-0.404943,1.621776
-0.545007,1.125506
1.204183,2.165896
3.485218,2.418855
1.397777,3.795029
-0.525977,1.651686
3.040699,1.041662
-1.480333,3.946324
1.060543,1.835994
-2.557709,-0.296378
3.791113,-2.942521
-0.001373,0.619222
-0.602692,-2.165149
-0.609566,0.132091
1.248573,2.379728
-2.306615,-4.457212
-3.249596,3.533160
-1.091560,-2.180285
-3.914330,0.708453
1.930684,0.241584
1.175334,1.979128
-0.537503,2.010446
2.394950,1.084253
2.316529,2.338587
4.276527,1.834767
-0.958308,2.913839
2.737708,2.323314
2.487244,-0.639891
1.087911,-0.948822
3.716812,2.316824
0.723575,1.096717
-0.405535,-0.912540
0.650621,1.922298
4.057597,1.210553
-0.752802,0.625853
-0.267357,3.355571
0.954942,5.067318
2.754076,3.099812
2.141857,2.313157
2.302352,3.038028
5.298901,2.466730
-0.996793,2.674670
0.941126,3.069336
2.859468,-1.389090
1.037618,1.950580
0.734389,0.600620
-1.014743,4.515679
2.106565,1.271433
-0.372515,-0.533967
1.532048,3.356928
-1.136581,0.338542
-0.798684,4.322372
2.541199,-2.515155
-0.113876,4.233551
4.682703,-2.401436
0.107749,1.858105
-0.171692,0.185550
3.670261,2.326280
-1.344978,0.238991
0.909288,-1.368502
-0.705369,3.296394
2.393436,0.369210
2.604997,1.290944
-0.103303,-2.800478
4.283335,0.503151
0.986466,1.933530
1.297046,1.494705
-1.262144,1.623640
0.017415,-0.912915
0.639696,-0.326697
-2.189939,2.004450
3.305810,-0.590237
-2.174029,1.179101
1.886758,-0.722674
0.680955,-2.871429
0.989306,2.279980
-0.884655,0.642747
-2.952885,-0.031846
2.110999,0.273887
3.397941,-0.614801
0.343955,2.967538
1.997029,-1.919263
0.943664,0.045032
0.869041,-0.657963
-0.285712,4.018377
2.657017,-0.597689
-0.444801,-1.730280
-0.245118,-2.295672
3.260239,2.574030
-2.690124,1.360300
-2.912390,1.315347
0.224787,0.690513
3.797447,-2.066153
-0.667051,-0.614938
3.995095,2.696931
0.383557,1.587331
-0.804508,2.568984
3.331893,4.197915
2.625683,-2.321487
2.141039,0.310079
1.009197,3.577310
0.269296,0.362868
-1.637560,5.945154
4.291059,1.032137
-0.639035,-3.783490
0.298909,0.539820
2.047682,5.128212
0.508031,2.019543
1.812631,1.272585
2.875633,1.311993
2.756448,-0.622295
2.647762,-1.654629
1.881154,-2.060779
3.001713,0.796119
2.141101,-0.057549
0.419151,1.696988
-1.873429,1.350864
0.584044,-0.228517
6.178075,1.797668
-1.205029,1.123157
1.892119,3.586012
-1.374080,2.992439
1.872687,0.472880
-0.960251,-2.329392
0.025082,1.203866
3.325724,0.950643
1.410370,4.147709
0.427607,-1.048467
0.365068,1.376726
2.025360,2.304551
-1.140513,-2.299490
2.260926,3.300973
-2.106482,0.932668
0.531586,3.759793
0.324624,-0.133707
1.172356,0.705173
-1.839209,1.637549
1.202912,-2.307959
1.537767,3.747028
1.276106,1.489335
-0.804764,0.423859
0.632198,2.113399
-3.451216,4.169964
-2.388606,-2.379565
-1.277439,3.346084
-1.928745,0.695826
7.576244,1.096113
0.300818,2.110378
0.451669,0.969033
3.123234,-0.443370
-0.077043,-1.113953
3.752491,1.199311
0.354160,0.728590
5.194542,1.268558
-0.369445,5.369175
0.689123,1.024046
1.863123,3.337102
0.123143,-0.577390
0.162483,5.676004
1.600692,-1.609585
1.506727,-2.810107
3.227582,1.970453
1.620978,1.011601
0.420952,1.827991
2.127424,1.578203
0.744824,2.596394
5.074633,2.013846
2.424257,1.363592
-1.119024,1.544256
-0.334657,-4.277734
1.685082,1.557656
0.236469,0.349904
0.267611,-0.115790
3.836133,2.510532
4.734193,2.047074
3.567256,4.168396
-0.600142,1.956217
3.278003,-0.740930
-0.101987,2.839072
-0.927711,2.214051
1.419796,2.529775
-1.226675,2.041746
0.417976,1.072370
1.686926,-1.234192
3.327793,0.439331
-1.237938,-2.307517
-0.797895,1.583652
-0.587779,1.817356
2.167690,0.354033
0.098908,-0.210397
0.975270,2.231176
-4.007640,2.745067
2.296515,0.249224
-3.731645,2.582053
0.852849,3.476619
1.121633,-0.203225
4.536577,1.596426
3.553289,-2.229477
1.888639,-1.222406
-0.030160,2.782657
3.197578,-0.829830
-2.959418,0.763589
-1.004468,0.279357
1.078768,1.423153
3.074282,1.012000
1.761669,2.867946
-1.547204,-0.264766
1.097258,1.725126
5.198471,0.046057
1.778347,1.951266
2.299558,2.726820
-0.915441,1.867456
-0.837647,0.887705
-2.635886,1.242489
2.136189,0.689878
2.370270,-0.134335
-4.170680,0.009888
-1.479824,-0.887913
0.507533,-1.654259
0.682909,0.112574
3.155818,2.748205
-0.193681,1.486928
3.467502,0.106703
0.497227,1.384776
5.652014,0.289349
1.903814,-3.913918
2.280637,2.590293
0.355567,-1.279902
2.295120,2.786998
2.752823,0.622897
-0.117486,1.114962
-1.460774,2.182425
-0.887084,2.000642
3.143142,0.803005
2.287128,4.637892
3.074002,4.069591
4.421720,2.706067
6.244391,3.424202
3.014927,3.168702
-0.378026,2.520950
2.157291,2.091843
1.167379,3.935284
3.133694,-1.680542
0.262107,1.406565
0.788649,2.953729
1.226745,0.748801
1.345809,1.455525
1.415520,-1.527827
-0.745183,0.587411
-0.114811,-0.128675
-0.789196,-0.955625
0.953235,2.937954
3.574662,5.525777
0.127128,1.828844
0.562359,-0.826096
