n3,n4
0.743697,0.905088
0.827899,0.823955
0.926435,0.918154
0.553038,0.711642
0.762712,0.961597
0.559988,0.81866
0.829215,0.372133
0.970826,0.833319
0.793335,0.911487
0.760996,0.99877
0.984833,0.880848
0.881868,0.662595
0.990723,0.763846
0.736877,0.963386
0.998671,0.696228
0.624028,0.814432
0.813152,0.935653
0.682069,0.389889
0.982536,0.962338
0.684422,0.917085
0.863982,0.525656
0.993559,0.987467
0.717011,0.944543
0.704201,0.80502
0.397503,0.715135
0.880355,0.962001
0.974052,0.631988
0.986608,0.769594
0.937513,0.992047
0.75516,0.790606
0.662577,0.489689
0.992365,0.649892
0.811623,0.846165
0.624561,0.906382
0.776831,0.882526
0.891344,0.857013
0.3229,0.952705
0.819401,0.596245
0.950735,0.822644
0.883135,0.93863
0.936867,0.882484
0.53483,0.835126
0.982499,0.974689
0.866219,0.792527
0.978052,0.936584
0.335242,0.975424
0.766014,0.989767
0.893131,0.904479
0.715352,0.780622
0.606532,0.8668
0.635794,0.539196
0.979983,0.949972
0.678762,0.960037
0.761979,0.837015
0.82682,0.739759
0.841765,0.986272
0.869098,0.925567
0.91558,0.964392
0.98917,0.878094
0.456741,0.974069
0.443711,0.858225
0.963274,0.547095
0.674327,0.943208
0.966095,0.890303
0.854748,0.545961
0.678789,0.697026
0.603775,0.469178
0.724453,0.771468
0.904788,0.974585
0.644609,0.955169
0.597371,0.949763
0.750942,0.897763
0.751908,0.867764
0.904319,0.945322
0.700272,0.931357
0.661838,0.918801
0.834057,0.900529
0.945602,0.960003
0.940173,0.737965
0.817439,0.972452
0.685936,0.86554
0.725338,0.942387
0.986672,0.780787
0.773879,0.784681
0.319225,0.695756
0.74997,0.911643
0.823573,0.678872
0.972353,0.943034
0.78308,0.716012
0.652076,0.983973
0.930322,0.892072
0.977429,0.861334
0.827374,0.829308
0.875377,0.914256
0.962385,0.933617
0.956093,0.828684
0.925469,0.917712
0.142921,0.881893
0.538414,0.995227
0.78618,0.959458
0.80156,0.957546
0.796245,0.921275
0.822072,0.806195
0.948987,0.892939
0.868674,0.954947
0.773672,0.991343
0.647214,0.891855
0.732313,0.822569
0.51458,0.646509
0.841732,0.928358
0.408636,0.813953
0.999746,0.979555
0.953755,0.952063
0.987296,0.893267
0.636345,0.951208
0.439147,0.824733
0.796339,0.735149
0.773388,0.984452
0.834399,0.916692
0.721737,0.872176
0.777339,0.964829
0.997157,0.801599
0.974948,0.962875
0.882554,0.96707
0.679525,0.91317
0.701673,0.530832
0.755241,0.890928
0.793208,0.877556
0.456879,0.99772
0.745722,0.907231
0.531826,0.952234
0.787833,0.705969
0.965765,0.917702
0.491184,0.963268
0.730168,0.995982
0.693742,0.648101
0.91174,0.993824
0.92181,0.888213
0.934939,0.924696
0.919154,0.777104
0.890551,0.757389
0.930832,0.725692
0.960203,0.966743
0.517122,0.78801
0.624378,0.891919
0.829107,0.959366
0.987703,0.861399
0.400589,0.983594
0.980226,0.897369
0.926535,0.649438
0.594225,0.999156
0.790103,0.845877
0.746799,0.863823
0.982206,0.921893
0.741958,0.98827
0.810543,0.678008
0.400234,0.730369
0.973868,0.947765
0.823858,0.976614
0.917356,0.907845
0.805094,0.6965
0.914493,0.989933
0.48207,0.655982
0.792306,0.849469
0.928128,0.838941
0.679073,0.942147
0.645745,0.879157
0.902925,0.739891
0.849929,0.886479
0.82833,0.578874
0.968111,0.598174
0.823374,0.74947
0.772506,0.779189
0.599793,0.85275
0.967253,0.927482
0.974344,0.941553
0.889214,0.954632
0.876168,0.730233
0.951894,0.898819
0.438057,0.89102
0.838951,0.979968
0.892225,0.801636
0.908724,0.829682
0.87191,0.76791
0.901687,0.948596
0.567459,0.923517
0.841633,0.44739
0.937304,0.949442
0.767324,0.746798
0.978129,0.967751
0.953976,0.956725
0.953659,0.700146
0.964862,0.946976
0.919111,0.977481
0.992592,0.884315
0.632719,0.99228
0.635796,0.917642
0.95294,0.80862
0.912422,0.727267
0.679338,0.773949
0.3229,0.89212
0.864631,0.865858
0.840478,0.957477
0.9305,0.811743
0.901939,0.633715
0.93457,0.878438
0.530507,0.403042
0.881117,0.823231
0.963255,0.682139
0.680258,0.734269
0.722147,0.883375
0.815465,0.895749
0.984092,0.843031
0.804398,0.979217
0.77993,0.945406
0.905415,0.933862
0.908342,0.902461
0.958434,0.90914
0.482133,0.995529
0.954575,0.711276
0.899094,0.953818
0.948636,0.993529
0.85662,0.945273
0.808528,0.889701
0.73751,0.995935
0.918267,0.747096
0.993412,0.676804
0.781299,0.828656
0.761444,0.864008
0.771493,0.815985
0.659739,0.828832
0.840282,0.849561
0.950272,0.812776
0.884698,0.774111
0.863272,0.8664
0.880147,0.98963
0.634549,0.928382
0.971846,0.827987
0.866783,0.742064
0.738249,0.881408
0.573501,0.592164
0.986846,0.907129
0.717008,0.904012
0.773673,0.875214
0.792194,0.829319
0.672514,0.730645
0.890169,0.755777
0.936814,0.970747
0.995676,0.907594
0.771917,0.845817
0.737076,0.824312
0.677425,0.986416
0.962003,0.98041
0.789598,0.966146
0.975008,0.945959
0.946661,0.958541
0.628824,0.674951
0.641232,0.938881
0.902257,0.921522
0.662933,0.961967
0.853169,0.935129
0.99799,0.599377
0.99069,0.989303
0.902769,0.78692
0.753389,0.571527
0.996799,0.754173
0.689285,0.968707
0.955514,0.993772
0.996041,0.738061
0.867795,0.76993
0.964082,0.885516
0.975086,0.99421
0.876781,0.855534
0.995237,0.883592
0.962959,0.634074
0.697809,0.932406
0.672373,0.785224
0.931823,0.489878
0.475192,0.8721
0.772726,0.849227
0.510814,0.944465
0.611518,0.801009
0.562686,0.849
0.840095,0.905601
0.886679,0.921077
0.945655,0.95914
0.730728,0.938659
0.757367,0.829947
0.877302,0.825918
0.705692,0.750898
0.905277,0.932102
0.575606,0.85221
0.876734,0.891619
0.977364,0.737699
0.968485,0.857112
0.577663,0.755872
0.445026,0.846221
0.977494,0.909833
0.30838,0.933121
0.91961,0.94227
0.610158,0.867976
0.944137,0.914264
0.988401,0.877879
0.599978,0.979086
0.850991,0.934073
0.979138,0.804451
0.844373,0.979375
0.747468,0.782067
0.691001,0.99826
0.924586,0.63406
0.818139,0.956511
0.829029,0.921096
0.968883,0.959043
0.942205,0.858632
0.672934,0.936715
0.540801,0.933719
0.790126,0.985617
0.72689,0.836116
0.863046,0.859296
0.838482,0.989696
0.839509,0.915471
0.945479,0.740378
0.942521,0.646182
0.485421,0.445431
0.747639,0.971713
0.988612,0.786811
0.712984,0.430739
0.729962,0.788605
0.992666,0.994761
0.7383,0.779199
0.608699,0.907524
0.977402,0.976565
0.459889,0.960677
0.881469,0.853685
0.768684,0.889641
0.931849,0.942713
0.351856,0.636012
0.744931,0.948929
0.616865,0.881603
0.696079,0.966267
0.929839,0.835523
0.460238,0.770858
0.673507,0.997606
0.991575,0.793948
0.672547,0.872064
0.784508,0.902583
0.876829,0.966693
0.712575,0.974557
0.911177,0.901929
0.964528,0.729796
0.951185,0.740076
0.963768,0.825095
0.743798,0.499156
0.858035,0.895399
0.950362,0.535743
0.945571,0.523909
0.984373,0.777023
0.941232,0.994569
0.933906,0.887105
0.71458,0.883005
0.98012,0.894269
0.936408,0.838967
0.938137,0.847101
0.944555,0.771796
0.737009,0.849448
0.842107,0.946269
0.974477,0.746133
0.80879,0.942786
0.37606,0.916912
0.581813,0.607954
0.874611,0.939852
0.752202,0.982681
0.890247,0.953075
0.822294,0.795777
0.964043,0.978464
0.819908,0.627887
0.568715,0.975678
0.826553,0.930273
0.653072,0.902454
0.457549,0.957459
0.891565,0.596655
0.989079,0.953921
0.985967,0.768455
0.725716,0.926035
0.874679,0.786506
0.856729,0.828437
0.432534,0.896234
0.867391,0.949278
0.762264,0.443949
0.925124,0.993683
0.8817,0.875725
0.925796,0.830971
0.403935,0.982656
0.409421,0.97113
0.725754,0.725264
0.786313,0.710142
0.926022,0.837219
0.958926,0.776332
0.623301,0.846903
0.751944,0.617576
0.550694,0.917426
0.809849,0.965963
0.780012,0.667314
0.906697,0.894096
0.98879,0.790628
0.57147,0.928248
0.949734,0.837369
0.858271,0.839558
0.866044,0.967072
0.713867,0.953776
0.799935,0.994195
0.907403,0.797835
0.83107,0.796567
0.675072,0.966606
0.926121,0.650152
0.271883,0.918904
0.787558,0.688584
0.972328,0.943072
0.774456,0.974954
0.891605,0.985213
0.846119,0.891113
0.998657,0.726481
0.672522,0.670387
0.852734,0.866211
0.897516,0.571477
0.736395,0.778146
0.996179,0.935239
0.968754,0.39817
0.680714,0.889513
0.700946,0.91658
0.852826,0.864664
0.779943,0.743551
0.923337,0.951287
0.860454,0.999367
0.649197,0.988476
0.754802,0.736187
0.275676,0.870377
0.998521,0.807546
0.858066,0.810337
0.448805,0.845017
0.810295,0.831848
0.860066,0.863302
0.92858,0.813651
0.715386,0.937457
0.993718,0.933685
0.830916,0.963471
0.83589,0.980702
0.818537,0.659452
0.911895,0.765315
0.928421,0.974307
0.743913,0.73106
0.922126,0.590649
0.708818,0.989408
0.532984,0.692911
0.765779,0.625629
0.935521,0.935444
0.916258,0.942615
0.854987,0.926696
0.665443,0.674161
0.595385,0.99878
0.799265,0.953761
0.692419,0.938218
0.642622,0.532252
0.219443,0.754926
0.349623,0.888624
0.735228,0.855145
0.913817,0.862725
0.834111,0.590093
0.882015,0.955458
0.665553,0.693466
0.991622,0.703112
0.597186,0.408477
0.525171,0.958348
0.991883,0.991953
0.790561,0.916254
0.664439,0.77989
0.952494,0.750493
0.88236,0.948956
0.713806,0.808502
0.912288,0.937531
0.782273,0.912613
0.636074,0.736329
0.653597,0.428725
0.333781,0.687945
0.912028,0.806408
0.864648,0.971253
0.770114,0.949213
0.844256,0.932465
0.586131,0.727216
0.757749,0.915171
0.770823,0.874936
0.998908,0.692994
0.865901,0.305616
0.814608,0.740903
0.678665,0.743532
0.975471,0.957619
0.681862,0.972341
0.927156,0.899629
0.786186,0.876483
0.888075,0.744858
0.851628,0.87279
0.509579,0.844476
0.8644,0.940199
0.913896,0.902606
0.984807,0.757858
0.619515,0.868722
0.77174,0.896886
0.996394,0.624658
0.818834,0.864512
0.978845,0.923877
0.415331,0.759758
0.91163,0.786009
0.777388,0.639114
0.943058,0.874141
0.787513,0.74904
0.767826,0.914084
0.798124,0.915809
0.480414,0.797126
0.98753,0.61634
0.822,0.733016
0.431858,0.959254
0.867471,0.81327
0.914553,0.871718
0.871005,0.974031
0.970738,0.963365
0.980992,0.702183
0.988576,0.977717
0.850691,0.95997
0.666671,0.911485
0.954221,0.665002
0.618846,0.757466
0.908058,0.68301
0.947489,0.777528
0.734256,0.892617
0.991727,0.819654
0.920964,0.916336
0.706745,0.905856
0.546421,0.9219
0.934459,0.894065
0.988761,0.995243
0.728177,0.828741
0.993373,0.959105
0.973992,0.657578
0.995661,0.921869
0.759136,0.809189
0.576006,0.848982
0.926002,0.867573
0.902791,0.80666
0.97446,0.961846
0.777942,0.443603
0.958978,0.976063
0.8622,0.679629
0.793318,0.848991
0.750706,0.998879
0.757318,0.950298
0.751962,0.666425
0.951156,0.405901
0.884247,0.625322
0.856017,0.706756
0.782361,0.882383
0.95432,0.894086
0.956587,0.236786
0.34971,0.865315
0.925018,0.956389
0.579702,0.903262
0.948373,0.94049
0.94548,0.782802
0.778491,0.963476
0.981592,0.936421
0.979621,0.653814
0.889355,0.903324
0.819258,0.737923
0.768173,0.927766
0.788097,0.852513
0.55025,0.954179
0.572442,0.805165
0.784768,0.965938
0.997252,0.689536
0.702421,0.900007
0.863973,0.938107
0.990795,0.965751
0.955816,0.935665
0.659992,0.63868
0.735399,0.702163
0.460626,0.742735
0.960889,0.639788
0.691103,0.967114
0.862983,0.961941
0.85667,0.980055
0.860761,0.788265
0.963238,0.887732
0.854237,0.990367
0.350843,0.48088
0.75716,0.966088
0.485773,0.824201
0.85289,0.175453
0.726289,0.931877
0.656629,0.986055
0.550923,0.709525
0.976244,0.86405
0.692638,0.742673
0.800668,0.633807
0.931946,0.964603
0.754009,0.646706
0.899201,0.693019
0.776585,0.793673
0.897473,0.739202
0.826094,0.869914
0.936405,0.785923
0.8038,0.974513
0.840117,0.806233
0.629901,0.56092
0.912649,0.439094
0.837427,0.758892
0.41395,0.717745
0.788846,0.919733
0.447762,0.872554
0.953311,0.724071
0.945171,0.994329
0.937123,0.959858
0.755455,0.680432
0.797814,0.997966
0.767484,0.970795
0.953714,0.833244
0.855707,0.953404
0.854793,0.947168
0.871376,0.78984
0.90347,0.786081
0.824017,0.783467
0.875855,0.527863
0.93724,0.679041
0.940702,0.906323
0.928188,0.972016
0.949973,0.97183
0.634124,0.820057
0.534899,0.979625
0.860147,0.841492
0.740945,0.825973
0.519581,0.894397
0.391183,0.958028
0.791508,0.852601
0.570569,0.988627
0.944532,0.992367
0.976094,0.921062
0.736929,0.783634
0.655836,0.996017
0.396808,0.849209
0.497342,0.685414
0.993626,0.617019
0.953553,0.640614
0.700409,0.814376
0.898699,0.935655
0.63314,0.952576
0.796856,0.672254
0.927186,0.973415
0.746761,0.88755
0.796262,0.96248
0.913521,0.842028
0.852265,0.796914
0.980368,0.915684
0.923441,0.920002
0.704668,0.830145
0.870479,0.730161
0.784268,0.979155
0.697478,0.818723
0.777824,0.864178
0.82418,0.913923
0.644033,0.977959
0.840992,0.850074
0.700292,0.963939
0.969389,0.931475
0.865324,0.934479
0.429707,0.850032
0.195174,0.80306
0.797129,0.719422
0.774042,0.981821
0.579883,0.910394
0.999817,0.963348
0.874928,0.985435
0.966252,0.641111
0.810859,0.832503
0.519683,0.738604
0.726598,0.590017
0.596431,0.91077
0.692208,0.665405
0.895223,0.984087
0.906973,0.941442
0.63109,0.796999
0.900447,0.827896
0.579467,0.947122
0.632619,0.625757
0.952873,0.859939
0.907911,0.986266
0.98804,0.963802
0.545923,0.93788
0.582837,0.936392
0.723154,0.923042
0.911701,0.844974
0.986504,0.934115
0.676572,0.861653
0.779902,0.990303
0.97064,0.709743
0.8793,0.953105
0.809553,0.753119
0.809467,0.66873
0.983693,0.810559
0.868568,0.980975
0.793134,0.948911
0.747847,0.775856
0.998323,0.817224
0.85843,0.800939
0.954428,0.886036
0.872083,0.757261
0.881515,0.858341
0.91309,0.563661
0.632674,0.955672
0.994896,0.837695
0.817031,0.672634
0.985497,0.663562
0.887556,0.511995
0.762009,0.671174
0.734434,0.913977
0.869714,0.773478
0.577376,0.951997
0.790926,0.935609
0.757839,0.957223
0.554055,0.784002
0.995044,0.923358
0.885805,0.777826
0.971999,0.997737
0.937578,0.991325
0.936052,0.986623
0.926511,0.94473
0.992278,0.929452
0.895302,0.639662
0.981822,0.58494
0.383875,0.850896
0.853574,0.931776
0.861892,0.997134
0.931778,0.485554
0.828903,0.655648
0.733493,0.794811
0.764418,0.881559
0.997893,0.799823
0.536192,0.987143
0.779884,0.784569
0.677408,0.784022
0.732269,0.916044
0.844031,0.433761
0.912331,0.977387
0.991897,0.914639
0.408207,0.963724
0.902868,0.676633
0.770528,0.781286
0.894044,0.801943
0.977536,0.729804
0.683097,0.965154
0.893495,0.942362
0.904361,0.89793
0.537462,0.69834
0.798808,0.912066
0.998393,0.600529
0.84766,0.945239
0.997328,0.494318
0.774269,0.73717
0.793939,0.484409
0.70599,0.748324
0.979949,0.739861
0.946076,0.902475
0.735792,0.581143
0.983607,0.94914
0.846109,0.558122
0.811158,0.989572
0.95455,0.864053
0.374658,0.717534
0.791235,0.403816
0.778132,0.492979
0.642703,0.965125
0.880032,0.973646
0.917465,0.866123
0.809936,0.916195
0.666521,0.682703
0.433988,0.998322
0.997691,0.994325
0.957583,0.993424
0.811821,0.921127
0.965116,0.612017
0.627783,0.960808
0.855078,0.986541
0.982802,0.789106
0.700749,0.904554
0.686279,0.715715
0.904429,0.860807
0.8939,0.969556
0.906925,0.81118
0.84375,0.933073
0.646506,0.932188
0.85785,0.902208
0.899415,0.989133
0.997247,0.899549
0.955668,0.900393
0.681922,0.896118
0.836121,0.933028
0.934568,0.847899
0.91245,0.910632
0.796137,0.966971
0.434531,0.922558
0.825588,0.960237
0.963594,0.979469
0.879971,0.940323
0.73744,0.758515
0.48923,0.638895
0.851361,0.553963
0.874453,0.694045
0.845442,0.98995
0.731721,0.76668
0.53287,0.971643
0.971116,0.775542
0.654294,0.926126
0.868429,0.958123
0.880626,0.702776
0.330449,0.622331
0.616256,0.394194
0.794443,0.862858
0.853587,0.883717
0.95694,0.67635
0.7708,0.744188
0.603345,0.876432
0.904849,0.828819
0.533245,0.947897
0.536427,0.731516
0.714236,0.824315
0.836396,0.846236
0.891555,0.882471
0.726736,0.920888
0.610257,0.995056
0.810332,0.8224
0.91341,0.85056
0.66689,0.699301
0.6348,0.937052
0.92592,0.925833
0.895328,0.991816
0.980512,0.88948
0.916539,0.621532
0.690109,0.896814
0.997716,0.842805
0.83598,0.833487
0.945226,0.464768
0.874602,0.570374
0.889462,0.968525
0.471033,0.80383
0.960828,0.693243
0.943572,0.893827
0.816016,0.975011
0.828734,0.911205
0.89228,0.99137
0.961842,0.972
0.862971,0.984233
0.915553,0.983635
0.993064,0.706903
0.855616,0.931782
0.540345,0.501591
0.545058,0.872498
0.953455,0.578345
0.753293,0.857674
0.979318,0.923911
0.949172,0.830336
0.80349,0.988024
0.782645,0.740245
0.983428,0.711101
0.540633,0.889087
0.431688,0.760195
0.837092,0.893699
0.575899,0.890263
0.944082,0.963378
0.940128,0.787511
0.503421,0.596365
0.993872,0.696597
0.902787,0.792285
0.895378,0.862691
0.986196,0.723443
0.404691,0.986662
0.956848,0.950555
0.698641,0.829884
0.841066,0.823394
0.977367,0.858065
0.846178,0.870132
0.821084,0.950201
0.927148,0.966622
0.939193,0.921738
0.514527,0.733391
0.864341,0.913116
0.985672,0.787986
0.593489,0.708729
0.971776,0.895693
0.543756,0.727932
0.873931,0.818598
0.938047,0.834207
0.87624,0.917138
0.879875,0.85792
0.627572,0.961898
0.622518,0.942743
0.496167,0.724726
0.92474,0.486138
0.817049,0.951727
0.441304,0.374579
0.870749,0.979449
0.810411,0.785843
0.972442,0.985742
0.981578,0.937749
0.969243,0.904733
0.828577,0.675354
0.978312,0.911276
0.977436,0.889504
0.919237,0.893204
0.765729,0.918066
0.743383,0.959789
0.543221,0.768349
0.756968,0.90824
0.58191,0.728828
0.636389,0.971652
0.500866,0.943086
0.852822,0.944039
0.937288,0.524054
0.701577,0.993761
0.681633,0.950602
0.803139,0.67257
0.9995,0.912164
0.884185,0.949342
0.768688,0.689653
0.650915,0.756215
0.926276,0.815481
0.853279,0.711968
0.64879,0.604105
0.870304,0.940983
0.931984,0.858651
0.827423,0.836396
0.971915,0.824971
0.823352,0.66983
0.560408,0.661181
0.756922,0.982636
0.922629,0.969943
0.598725,0.887141
0.943679,0.881409
0.93269,0.870772
0.883938,0.928995
0.993541,0.962136
0.906379,0.959852
0.865514,0.964808
0.832567,0.964217
0.924448,0.767072
0.600134,0.642009
0.989021,0.60519
0.887078,0.672341
0.756816,0.98516
0.891935,0.865625
0.824722,0.971956
0.782671,0.79917
0.886647,0.866858
0.762371,0.787592
0.994235,0.938999
0.622243,0.957017
0.67032,0.816583
0.909617,0.978644
0.993031,0.797449
0.802077,0.86627
0.996889,0.722193
0.712414,0.887775
0.762331,0.548032
0.903993,0.993647
0.826674,0.652526
0.83405,0.919615
0.7157,0.543494
0.922562,0.963173
0.907815,0.937125
0.659081,0.890526
0.727814,0.894318
0.686396,0.755804
0.65556,0.593414
0.869889,0.938074
0.947836,0.962436
0.383148,0.736907
0.843135,0.779445
0.657587,0.750615
0.889489,0.860549
0.94623,0.883938
0.684273,0.994513
0.813394,0.974525
0.880643,0.898395
0.99196,0.889909
0.767016,0.476924
0.960539,0.86677
0.920946,0.647721
0.890391,0.62268
0.951191,0.813353
0.811277,0.934903
0.891956,0.864706
0.799515,0.817928
0.989858,0.67176
0.971367,0.78828
0.570597,0.884224
0.84736,0.900938
0.455648,0.810747
0.637098,0.954938
0.892251,0.846475
0.817897,0.752953
0.351331,0.610147
0.382244,0.946589
0.967019,0.818176
0.972141,0.893929
0.936154,0.709782
0.86007,0.999437
0.799136,0.98772
0.892163,0.923188
0.772218,0.813505
0.853894,0.682363
0.941602,0.931879
0.650629,0.588151
0.959463,0.721398
0.946112,0.902359
0.854773,0.632896
0.795937,0.842225
0.887657,0.809493
0.841372,0.913447
0.851863,0.999431
0.841387,0.960238
0.601946,0.791131
0.709099,0.985432
0.897828,0.679478
0.80046,0.992557
0.983566,0.98651
0.805465,0.977793
0.830888,0.609291
0.83081,0.916403
0.895599,0.967599
0.774302,0.994163
0.890429,0.794256
0.998949,0.659098
0.846968,0.97229
0.354503,0.599468
0.966748,0.966946
0.881388,0.933234
0.93826,0.909842
0.99614,0.962806
0.669221,0.715874
0.452455,0.967699
0.699795,0.775629
0.571958,0.992644
0.913675,0.935609
0.796409,0.567068
0.846678,0.955559
0.938637,0.778474
0.982333,0.811302
0.803791,0.778237
0.422077,0.994018
0.857141,0.840577
0.58087,0.975024
0.866808,0.975208
0.1479,0.976878
0.974321,0.756412
0.929788,0.982315
0.941169,0.957617
0.910048,0.848131
0.657999,0.981255
0.902396,0.914828
0.79827,0.962361
0.83314,0.855399
0.523137,0.88564
0.907994,0.948056
0.604036,0.932687
0.475233,0.745463
0.968179,0.901713
0.747556,0.776583
0.924813,0.797858
0.710148,0.956042
0.832125,0.993333
0.950238,0.876139
0.932609,0.907272
0.870231,0.880172
0.748381,0.976442
0.760572,0.86002
0.598781,0.527726
0.718086,0.919657
0.782381,0.911883
0.568616,0.927326
0.633631,0.883855
0.821796,0.913757
0.979845,0.749057
0.925414,0.947314
0.465967,0.955945
0.651341,0.910661
0.98635,0.985415
0.86227,0.99196
0.650432,0.630476
0.562492,0.948282
0.949096,0.60183
0.815527,0.816857
0.752896,0.797483
0.810044,0.988602
0.906332,0.966526
0.861164,0.516303
0.807051,0.630861
0.294614,0.961077
0.907073,0.809765
0.742577,0.918358
0.460088,0.761834
0.923034,0.669119
0.780784,0.950015
0.842868,0.866452
0.598388,0.564941
0.786629,0.910705
0.724952,0.996365
0.890879,0.909118
0.927592,0.968263
0.945952,0.874369
0.980663,0.982507
0.897627,0.945049
0.806312,0.965269
0.59937,0.520106
0.842258,0.951847
0.836526,0.974807
0.988399,0.581986
0.845838,0.793949
0.925894,0.453383
0.731475,0.506288
0.913832,0.599939
0.939612,0.870097
0.682428,0.768988
0.79946,0.919461
0.791786,0.851215
0.804569,0.902207
0.945185,0.934035
0.861934,0.681277
0.728545,0.914839
0.576763,0.846441
0.598072,0.48945
0.768236,0.943245
0.555491,0.96957
0.926829,0.913148
0.794552,0.800185
0.863239,0.688887
0.973402,0.91116
0.824464,0.814412
0.6844,0.841848
0.970586,0.903437
0.686286,0.769914
0.77076,0.86679
0.837606,0.762566
0.97646,0.59793
0.304996,0.667695
0.96096,0.998725
0.93647,0.909738
0.938552,0.993486
0.917657,0.847623
0.895752,0.880325
0.853196,0.946312
0.914995,0.703546
0.641792,0.674797
0.977563,0.926806
0.810909,0.902752
0.909119,0.944951
0.894128,0.929525
0.960281,0.816598
0.433418,0.797587
0.872878,0.89798
0.757373,0.927115
0.954773,0.987524
0.87296,0.919624
0.902075,0.593665
0.587704,0.81218
0.984436,0.833259
0.460202,0.6937
0.957856,0.994459
0.867784,0.795491
0.965419,0.866716
0.804046,0.926123
0.750795,0.933931
0.697927,0.814505
0.797817,0.908089
0.909003,0.815911
0.866897,0.891769
0.933591,0.912417
0.972808,0.900949
0.673085,0.877559
0.937585,0.677122
0.958281,0.965505
0.789101,0.785088
0.932684,0.98282
0.939868,0.89226
0.914029,0.853062
0.934753,0.752424
0.63889,0.780317
0.885548,0.881367
0.972736,0.615579
0.950046,0.940482
0.479343,0.835644
0.81132,0.891795
0.92541,0.942885
0.710851,0.754489
0.771187,0.746018
0.912306,0.932241
0.787287,0.831478
0.60385,0.859014
0.960156,0.968638
0.957372,0.835249
0.988078,0.904402
0.567917,0.856473
0.699346,0.796513
0.815623,0.950073
0.820731,0.968519
0.612069,0.916746
0.736207,0.660234
0.881684,0.891895
0.97862,0.410825
0.981254,0.732409
0.988458,0.868013
0.708444,0.626797
0.750309,0.959317
0.946731,0.971873
0.665491,0.668407
0.9184,0.925943
0.953556,0.750079
0.862013,0.993272
0.623147,0.930997
0.582194,0.913141
0.749441,0.942426
0.969196,0.658784
0.898236,0.943108
0.76629,0.907739
0.458948,0.886596
0.962403,0.859112
0.844623,0.975154
0.745093,0.402473
0.663411,0.876812
0.78121,0.913966
0.748426,0.954644
0.834549,0.916886
0.660881,0.989203
0.782993,0.93618
0.892879,0.84106
0.849033,0.749857
0.782116,0.663746
0.997263,0.722712
0.800186,0.915883
0.521881,0.896151
0.360105,0.453854
0.703108,0.998897
0.997189,0.486855
0.9934,0.810783
0.901074,0.956032
0.511109,0.854003
0.971686,0.853362
0.846634,0.99922
0.837848,0.809527
0.660817,0.964221
0.97106,0.918073
0.899628,0.827744
0.715886,0.928222
0.790232,0.597465
0.663072,0.943951
0.990995,0.929301
0.949962,0.698346
0.957718,0.929514
0.867301,0.865076
0.678786,0.925555
0.992863,0.995008
0.934162,0.863635
0.576309,0.964678
0.776887,0.735567
0.879953,0.527169
0.376678,0.997947
0.770958,0.907941
0.918456,0.860785
0.979042,0.808691
0.823999,0.9223
0.95953,0.780422
0.505884,0.626008
0.760445,0.889685
0.641234,0.698597
0.759954,0.713453
0.996619,0.983256
0.966207,0.975655
0.574389,0.856698
0.294589,0.868978
0.993605,0.92464
0.743578,0.647361
0.863567,0.303291
0.830458,0.933225
0.727954,0.949475
0.741854,0.804242
0.893208,0.702192
0.893761,0.810449
0.910772,0.739549
0.972865,0.897716
0.712642,0.951325
0.923317,0.832517
0.887602,0.944338
0.671924,0.930715
0.961352,0.585474
0.785676,0.996119
0.543162,0.921353
0.82776,0.809568
0.774948,0.877368
0.567727,0.296669
0.650883,0.994191
0.903426,0.925591
0.990458,0.747986
0.916921,0.852651
0.928518,0.851453
0.879588,0.981664
0.802871,0.631569
0.949094,0.872076
0.748144,0.946696
0.877733,0.67677
0.477718,0.928414
0.910956,0.786782
0.666373,0.909839
0.860622,0.944487
0.893507,0.812767
0.932803,0.978956
0.828593,0.981513
0.846656,0.85092
0.709784,0.909389
0.956691,0.925177
0.929009,0.971304
0.593995,0.889
0.935661,0.871397
0.836289,0.64961
0.695455,0.604616
0.983088,0.759812
0.845433,0.735174
0.825528,0.876366
0.612209,0.603946
0.76141,0.971936
0.859074,0.81651
0.484804,0.794017
0.939695,0.779757
0.694358,0.819825
0.303486,0.976018
0.95295,0.902198
0.887033,0.609241
0.878714,0.961097
0.793705,0.960236
0.915212,0.853971
0.378992,0.791219
0.769972,0.940077
0.955761,0.981785
0.8651,0.635667
0.81499,0.987013
0.907429,0.908244
0.673114,0.911398
0.831093,0.98096
0.888155,0.891703
0.367807,0.698549
0.845002,0.624484
0.616358,0.929679
0.943302,0.901195
0.964429,0.648582
0.804772,0.921953
0.85513,0.630826
0.936679,0.855219
0.354647,0.972133
0.714343,0.876867
0.849831,0.854448
0.681474,0.893204
0.463413,0.626009
0.98957,0.784387
0.677915,0.783802
0.604012,0.60462
0.74721,0.962004
0.646171,0.883806
0.63349,0.998323
0.770175,0.784667
0.59509,0.666973
0.321068,0.895164
0.84369,0.433854
0.240448,0.616042
0.520444,0.730852
0.838282,0.903429
0.901618,0.985579
0.763157,0.953488
0.76116,0.859137
0.956496,0.853152
0.371519,0.838051
0.980364,0.999907
0.741204,0.809311
0.883947,0.875262
0.762251,0.92558
0.820019,0.659733
0.801604,0.93439
0.877951,0.545655
0.752489,0.881707
0.943681,0.931394
0.970802,0.78504
0.98769,0.977811
0.738443,0.512404
0.619039,0.85373
0.728831,0.936406
0.726596,0.665355
